"Fecha/Hora";"Precipitacion (mm)";"Temperatura (ºC)";"Humedad (%)";"Dir. Del Viento (º)";"Int. del Viento (m/s)";"Radiación (w/m2)"
27/07/2025 18:00:00;0,00;5,50;92,20;153,90;1,90;7,80
27/07/2025 17:00:00;0,00;5,70;92,00;144,10;1,70;41,70
27/07/2025 16:00:00;0,00;5,60;94,30;140,40;1,70;62,10
27/07/2025 15:00:00;0,00;5,60;96,80;128,40;2,20;107,50
27/07/2025 14:00:00;0,00;5,10;100,00;122,00;2,10;78,10
27/07/2025 13:00:00;0,00;4,90;100,00;126,50;3,10;174,20
27/07/2025 12:00:00;0,00;4,70;100,00;127,20;2,90;113,30
27/07/2025 11:00:00;0,00;4,30;100,00;126,50;2,70;59,80
27/07/2025 10:00:00;0,00;4,00;100,00;128,90;3,20;68,50
27/07/2025 09:00:00;0,10;3,60;100,00;128,50;3,00;29,80
27/07/2025 08:00:00;0,00;3,40;100,00;135,40;2,60;2,70
27/07/2025 07:00:00;0,00;3,40;100,00;141,10;2,70;0,00
27/07/2025 06:00:00;0,00;3,40;100,00;143,20;2,70;0,00
27/07/2025 05:00:00;0,00;3,40;100,00;131,50;2,80;0,00
27/07/2025 04:00:00;0,10;3,40;100,00;124,20;3,70;0,00
27/07/2025 03:00:00;0,00;3,40;100,00;120,60;3,80;0,00
27/07/2025 02:00:00;0,00;3,40;100,00;121,10;3,90;0,00
27/07/2025 01:00:00;0,00;3,40;100,00;116,00;3,50;0,00
27/07/2025 00:00:00;0,00;3,40;100,00;113,00;3,90;0,00
26/07/2025 23:00:00;0,00;3,50;100,00;120,20;4,00;0,00
26/07/2025 22:00:00;0,00;3,60;100,00;126,00;3,70;0,00
26/07/2025 21:00:00;0,10;3,90;100,00;130,20;3,50;0,00
26/07/2025 20:00:00;0,10;4,00;100,00;133,70;3,90;0,00
26/07/2025 19:00:00;0,00;4,00;100,00;134,70;3,90;0,20
26/07/2025 18:00:00;0,00;4,20;100,00;127,80;3,90;3,00
26/07/2025 17:00:00;0,00;4,30;100,00;127,60;4,40;21,90
26/07/2025 16:00:00;0,00;4,30;100,00;122,50;4,40;55,60
26/07/2025 15:00:00;0,00;4,50;100,00;127,70;4,50;64,50
26/07/2025 14:00:00;0,00;4,60;100,00;119,90;4,40;89,70
26/07/2025 13:00:00;0,00;4,50;100,00;121,90;4,60;123,00
26/07/2025 12:00:00;0,00;4,10;100,00;128,50;4,30;80,30
26/07/2025 11:00:00;0,10;3,90;100,00;140,50;3,30;42,60
26/07/2025 10:00:00;0,30;4,00;100,00;141,60;4,10;33,40
26/07/2025 09:00:00;0,60;4,20;100,00;141,20;3,90;16,80
26/07/2025 08:00:00;0,10;4,80;100,00;150,20;3,70;0,70
26/07/2025 07:00:00;0,80;5,90;100,00;148,80;3,40;0,00
26/07/2025 06:00:00;0,80;6,10;100,00;158,30;2,80;0,00
26/07/2025 05:00:00;0,10;7,90;99,20;129,20;4,10;0,00
26/07/2025 04:00:00;0,00;8,10;99,00;127,60;5,30;0,00
26/07/2025 03:00:00;0,00;8,10;99,80;123,80;5,00;0,00
26/07/2025 02:00:00;0,00;8,10;98,70;115,40;4,50;0,00
26/07/2025 01:00:00;0,00;8,30;97,60;126,20;3,20;0,00
26/07/2025 00:00:00;0,00;8,70;94,40;125,90;2,00;0,00
25/07/2025 23:00:00;0,00;8,90;92,30;122,90;1,70;0,00
25/07/2025 22:00:00;0,00;7,80;95,80;124,30;0,70;0,00
25/07/2025 21:00:00;0,00;7,00;95,10;122,00;0,10;0,00
25/07/2025 20:00:00;0,00;8,70;90,10;122,50;1,30;0,00
25/07/2025 19:00:00;0,00;10,10;84,70;132,50;1,50;0,20
25/07/2025 18:00:00;0,00;11,70;76,90;124,20;1,80;21,50
25/07/2025 17:00:00;0,00;12,80;71,90;122,90;2,20;138,80
25/07/2025 16:00:00;0,00;12,90;72,40;120,90;2,50;165,30
25/07/2025 15:00:00;0,00;12,90;73,50;139,50;2,50;249,80
25/07/2025 14:00:00;0,00;12,60;78,00;156,00;2,10;331,60
25/07/2025 13:00:00;0,00;11,80;82,10;156,20;1,20;293,30
25/07/2025 12:00:00;0,00;10,50;91,60;193,90;0,50;342,80
25/07/2025 11:00:00;0,00;7,80;100,00;301,70;0,10;284,70
25/07/2025 10:00:00;0,00;5,20;100,00;331,80;1,20;209,90
25/07/2025 09:00:00;0,00;2,70;100,00;325,30;1,60;112,80
25/07/2025 08:00:00;0,00;1,40;100,00;339,80;1,80;18,50
25/07/2025 07:00:00;0,00;1,10;100,00;338,00;1,70;0,00
25/07/2025 06:00:00;0,00;0,60;100,00;341,70;1,20;0,00
25/07/2025 05:00:00;0,00;0,30;100,00;331,80;1,10;0,00
25/07/2025 04:00:00;0,00;1,10;99,90;329,20;0,60;0,00
25/07/2025 03:00:00;0,00;3,00;99,90;42,00;0,80;0,00
25/07/2025 02:00:00;0,00;3,30;99,20;53,20;0,60;0,00
25/07/2025 01:00:00;0,00;4,30;96,90;264,90;0,40;0,00
25/07/2025 00:00:00;0,00;4,80;97,60;241,80;1,90;0,00
24/07/2025 23:00:00;0,00;5,80;94,90;325,30;0,90;0,00
24/07/2025 22:00:00;0,00;7,90;91,60;352,00;1,50;0,00
24/07/2025 21:00:00;0,00;7,60;92,70;333,60;2,20;0,00
24/07/2025 20:00:00;0,00;8,20;89,30;286,10;1,60;0,00
24/07/2025 19:00:00;0,00;10,80;80,00;56,10;0,60;0,20
24/07/2025 18:00:00;0,00;12,60;72,10;63,80;3,10;15,10
24/07/2025 17:00:00;0,00;14,80;64,30;49,00;4,90;195,30
24/07/2025 16:00:00;0,00;15,30;62,50;49,40;6,60;385,00
24/07/2025 15:00:00;0,00;16,30;59,20;35,50;6,10;525,20
24/07/2025 14:00:00;0,00;16,70;58,20;43,80;4,80;560,90
24/07/2025 13:00:00;0,00;16,10;60,00;50,10;4,20;472,30
24/07/2025 12:00:00;0,00;15,30;62,30;20,30;5,30;294,90
24/07/2025 11:00:00;0,00;15,10;66,80;29,00;2,70;445,10
24/07/2025 10:00:00;0,00;11,50;81,80;63,50;1,20;233,90
24/07/2025 09:00:00;0,00;8,10;91,70;80,80;0,70;128,10
24/07/2025 08:00:00;0,00;4,50;99,30;117,20;0,30;22,40
24/07/2025 07:00:00;0,00;4,20;99,90;323,10;0,30;0,00
24/07/2025 06:00:00;0,00;3,40;100,00;325,70;0,30;0,00
24/07/2025 05:00:00;0,00;2,90;99,90;324,10;0,20;0,00
24/07/2025 04:00:00;0,00;4,30;99,00;300,60;0,00;0,00
24/07/2025 03:00:00;0,00;6,60;97,10;33,00;0,10;0,00
24/07/2025 02:00:00;0,00;5,70;98,40;62,90;0,10;0,00
24/07/2025 01:00:00;0,00;7,00;94,30;73,30;0,10;0,00
24/07/2025 00:00:00;0,00;8,20;90,70;69,00;0,10;0,00
23/07/2025 23:00:00;0,00;8,30;89,60;64,50;0,10;0,00
23/07/2025 22:00:00;0,00;8,80;87,10;78,20;1,10;0,00
23/07/2025 21:00:00;0,00;9,00;85,70;86,80;2,20;0,00
23/07/2025 20:00:00;0,00;9,30;84,20;87,80;2,60;0,00
23/07/2025 19:00:00;0,00;9,60;82,50;91,20;2,60;0,20
23/07/2025 18:00:00;0,00;10,10;80,10;87,90;2,50;4,80
23/07/2025 17:00:00;0,00;10,80;77,30;91,30;2,40;16,30
23/07/2025 16:00:00;0,00;11,50;73,70;97,50;2,40;62,10
23/07/2025 15:00:00;0,00;11,40;73,00;115,50;2,00;97,00
23/07/2025 14:00:00;0,00;11,10;74,40;105,40;3,10;192,40
23/07/2025 13:00:00;0,00;10,20;77,90;109,20;3,50;284,10
23/07/2025 12:00:00;0,00;9,00;81,30;99,90;3,40;219,40
23/07/2025 11:00:00;0,00;7,40;88,20;108,80;3,30;107,70
23/07/2025 10:00:00;0,00;5,80;97,40;118,00;3,40;64,00
23/07/2025 09:00:00;0,00;5,30;94,80;110,90;3,60;18,30
23/07/2025 08:00:00;0,00;5,30;93,30;114,60;3,20;2,10
23/07/2025 07:00:00;0,00;5,20;92,60;117,00;3,30;0,00
23/07/2025 06:00:00;0,00;5,40;89,90;120,20;2,80;0,00
23/07/2025 05:00:00;0,00;5,50;89,80;118,10;3,10;0,00
23/07/2025 04:00:00;0,00;5,50;91,00;117,00;3,10;0,00
23/07/2025 03:00:00;0,00;5,50;91,10;113,60;3,10;0,00
23/07/2025 02:00:00;0,00;5,50;91,40;117,00;3,60;0,00
23/07/2025 01:00:00;0,00;5,60;90,80;127,50;2,90;0,00
23/07/2025 00:00:00;0,00;5,70;91,40;122,70;2,70;0,00
22/07/2025 23:00:00;0,00;6,00;90,60;118,40;3,20;0,00
22/07/2025 22:00:00;0,00;6,50;86,10;125,30;3,30;0,00
22/07/2025 21:00:00;0,00;6,80;83,80;125,20;3,90;0,00
22/07/2025 20:00:00;0,00;7,30;80,00;137,20;3,90;0,00
22/07/2025 19:00:00;0,00;8,30;75,70;142,10;3,40;0,20
22/07/2025 18:00:00;0,00;9,40;73,30;140,20;3,40;19,40
22/07/2025 17:00:00;0,00;10,40;69,80;140,50;3,60;113,90
22/07/2025 16:00:00;0,00;10,60;71,00;127,10;3,00;134,70
22/07/2025 15:00:00;0,00;10,60;70,90;148,90;2,70;201,10
22/07/2025 14:00:00;0,00;10,10;74,40;146,40;2,90;180,10
22/07/2025 13:00:00;0,00;8,10;97,40;129,30;2,30;352,20
22/07/2025 12:00:00;0,00;6,00;100,00;159,10;1,60;218,60
22/07/2025 11:00:00;0,00;4,70;100,00;173,80;1,20;123,40
22/07/2025 10:00:00;0,00;4,00;100,00;180,10;1,50;95,70
22/07/2025 09:00:00;0,00;3,40;100,00;209,30;1,10;45,30
22/07/2025 08:00:00;0,00;3,10;100,00;186,40;1,90;5,90
22/07/2025 07:00:00;0,00;2,70;100,00;201,40;1,40;0,00
22/07/2025 06:00:00;0,00;2,00;100,00;220,70;1,10;0,00
22/07/2025 05:00:00;0,00;3,40;100,00;339,50;0,40;0,00
22/07/2025 04:00:00;0,00;4,50;100,00;312,30;0,20;0,00
22/07/2025 03:00:00;0,00;4,90;100,00;17,70;0,00;0,00
22/07/2025 02:00:00;0,00;4,90;100,00;17,70;0,10;0,00
22/07/2025 01:00:00;0,00;5,10;100,00;146,40;0,60;0,00
22/07/2025 00:00:00;0,00;6,40;96,60;177,10;0,90;0,00
21/07/2025 23:00:00;0,00;8,20;91,20;110,20;0,80;0,00
21/07/2025 22:00:00;0,00;9,20;87,20;107,30;1,80;0,00
21/07/2025 21:00:00;0,00;10,10;83,40;107,50;3,00;0,00
21/07/2025 20:00:00;0,00;11,20;78,10;118,30;3,00;0,00
21/07/2025 19:00:00;0,00;12,90;70,10;131,70;2,40;0,10
21/07/2025 18:00:00;0,00;15,70;57,40;128,90;3,00;19,60
21/07/2025 17:00:00;0,00;18,00;49,00;142,60;2,50;141,20
21/07/2025 16:00:00;0,00;19,50;44,00;132,80;2,60;298,90
21/07/2025 15:00:00;0,00;19,70;43,60;146,30;2,60;523,10
21/07/2025 14:00:00;0,00;19,00;44,20;179,40;2,10;597,20
21/07/2025 13:00:00;0,00;16,90;48,90;168,30;0,70;631,40
21/07/2025 12:00:00;0,00;14,50;55,60;161,20;1,20;583,00
21/07/2025 11:00:00;0,00;12,10;63,30;203,10;0,50;488,00
21/07/2025 10:00:00;0,00;8,80;75,50;340,80;0,60;332,10
21/07/2025 09:00:00;0,00;3,10;91,60;310,30;1,00;127,30
21/07/2025 08:00:00;0,00;0,90;96,00;321,10;0,70;16,80
21/07/2025 07:00:00;0,00;0,90;96,20;332,60;1,70;0,00
21/07/2025 06:00:00;0,00;1,20;96,30;339,10;1,00;0,00
21/07/2025 05:00:00;0,00;1,50;95,40;317,20;0,70;0,00
21/07/2025 04:00:00;0,00;2,30;94,60;331,80;1,30;0,00
21/07/2025 03:00:00;0,00;2,60;94,20;336,10;1,40;0,00
21/07/2025 02:00:00;0,00;3,20;93,30;329,50;1,60;0,00
21/07/2025 01:00:00;0,00;3,80;91,90;341,20;1,10;0,00
21/07/2025 00:00:00;0,00;4,70;89,50;265,20;0,00;0,00
20/07/2025 23:00:00;0,00;6,20;84,80;220,20;0,30;0,00
20/07/2025 22:00:00;0,00;6,20;84,30;54,30;0,20;0,00
20/07/2025 21:00:00;0,00;7,60;80,30;76,80;0,00;0,00
20/07/2025 20:00:00;0,00;10,80;69,20;116,70;0,10;0,00
20/07/2025 19:00:00;0,00;14,40;55,40;136,10;0,70;0,20
20/07/2025 18:00:00;0,00;16,90;47,40;123,90;1,90;11,20
20/07/2025 17:00:00;0,00;19,20;41,90;129,30;3,30;89,60
20/07/2025 16:00:00;0,00;21,40;35,90;150,60;1,80;233,10
20/07/2025 15:00:00;0,00;21,90;34,40;121,10;0,60;397,60
20/07/2025 14:00:00;0,00;21,80;35,30;142,20;1,00;613,70
20/07/2025 13:00:00;0,00;20,20;38,90;187,70;0,90;520,60
20/07/2025 12:00:00;0,00;18,70;42,00;113,60;0,80;447,70
20/07/2025 11:00:00;0,00;17,50;45,50;5,50;0,50;512,40
20/07/2025 10:00:00;0,00;13,10;58,20;347,10;1,30;312,80
20/07/2025 09:00:00;0,00;5,70;81,60;353,40;0,80;120,30
20/07/2025 08:00:00;0,00;4,60;80,10;280,90;0,30;10,40
20/07/2025 07:00:00;0,00;5,90;75,40;277,10;1,70;0,00
20/07/2025 06:00:00;0,00;3,90;83,00;298,60;1,10;0,00
20/07/2025 05:00:00;0,00;3,70;83,80;328,20;1,90;0,00
20/07/2025 04:00:00;0,00;3,90;82,90;316,60;1,50;0,00
20/07/2025 03:00:00;0,00;5,10;76,90;330,20;2,30;0,00
20/07/2025 02:00:00;0,00;4,90;76,00;334,00;2,60;0,00
20/07/2025 01:00:00;0,00;4,60;74,80;333,30;2,10;0,00
20/07/2025 00:00:00;0,00;5,10;74,40;336,20;2,20;0,00
19/07/2025 23:00:00;0,00;4,40;77,00;328,10;1,70;0,00
19/07/2025 22:00:00;0,00;7,00;67,40;331,80;0,30;0,00
19/07/2025 21:00:00;0,00;10,20;54,40;53,20;0,50;0,00
19/07/2025 20:00:00;0,00;12,40;45,70;67,50;1,50;0,00
19/07/2025 19:00:00;0,00;14,90;37,70;103,60;2,30;0,20
19/07/2025 18:00:00;0,00;17,30;31,40;133,30;2,50;17,90
19/07/2025 17:00:00;0,00;20,50;27,70;133,20;3,30;192,80
19/07/2025 16:00:00;0,00;22,60;27,40;135,60;2,90;384,10
19/07/2025 15:00:00;0,00;22,90;26,70;157,90;2,70;529,70
19/07/2025 14:00:00;0,00;23,30;24,40;143,80;1,80;617,00
19/07/2025 13:00:00;0,00;21,30;27,50;176,00;1,50;648,30
19/07/2025 12:00:00;0,00;18,80;32,20;197,90;1,10;609,50
19/07/2025 11:00:00;0,00;17,00;36,10;93,60;1,00;505,00
19/07/2025 10:00:00;0,00;13,90;42,90;328,70;1,60;349,10
19/07/2025 09:00:00;0,00;7,80;54,80;324,70;1,30;131,50
19/07/2025 08:00:00;0,00;4,10;63,10;281,60;0,90;13,60
19/07/2025 07:00:00;0,00;2,80;67,30;272,40;1,10;0,00
19/07/2025 06:00:00;0,00;3,20;64,90;309,00;1,20;0,00
19/07/2025 05:00:00;0,00;5,50;55,10;326,30;2,10;0,00
19/07/2025 04:00:00;0,00;5,30;54,40;250,40;1,50;0,00
19/07/2025 03:00:00;0,00;4,30;56,20;334,90;2,50;0,00
19/07/2025 02:00:00;0,00;4,00;56,30;323,80;2,10;0,00
19/07/2025 01:00:00;0,00;7,90;41,40;336,90;1,90;0,00
19/07/2025 00:00:00;0,00;9,30;37,20;323,70;3,10;0,00
18/07/2025 23:00:00;0,00;10,70;33,10;355,00;2,90;0,00
18/07/2025 22:00:00;0,00;8,40;39,30;332,20;2,60;0,00
18/07/2025 21:00:00;0,00;9,30;38,00;327,30;3,40;0,00
18/07/2025 20:00:00;0,00;12,20;29,70;314,60;1,40;0,00
18/07/2025 19:00:00;0,00;15,30;26,60;7,80;0,90;0,20
18/07/2025 18:00:00;0,00;19,60;21,70;335,60;0,40;19,00
18/07/2025 17:00:00;0,00;25,10;16,10;8,30;1,70;202,00
18/07/2025 16:00:00;0,00;26,30;15,30;11,50;3,30;398,50
18/07/2025 15:00:00;0,00;26,30;15,60;2,00;3,60;543,90
18/07/2025 14:00:00;0,00;25,60;15,80;1,20;4,30;633,10
18/07/2025 13:00:00;0,00;24,70;15,50;355,40;4,00;656,50
18/07/2025 12:00:00;0,00;23,60;13,30;3,00;4,80;613,50
18/07/2025 11:00:00;0,00;22,30;12,30;21,20;5,20;506,70
18/07/2025 10:00:00;0,00;20,70;13,10;20,70;3,40;351,40
18/07/2025 09:00:00;0,00;13,80;22,30;8,90;1,20;128,80
18/07/2025 08:00:00;0,00;10,00;25,80;343,30;2,30;13,00
18/07/2025 07:00:00;0,00;8,80;27,80;354,20;2,00;0,00
18/07/2025 06:00:00;0,00;5,50;42,30;11,20;0,80;0,00
18/07/2025 05:00:00;0,00;9,30;28,90;15,20;0,30;0,00
18/07/2025 04:00:00;0,00;11,90;23,70;16,80;1,30;0,00
18/07/2025 03:00:00;0,00;8,80;32,60;16,90;1,60;0,00
18/07/2025 02:00:00;0,00;3,70;51,70;22,50;0,90;0,00
18/07/2025 01:00:00;0,00;3,20;56,90;30,70;0,40;0,00
18/07/2025 00:00:00;0,00;4,30;53,00;23,00;0,50;0,00
17/07/2025 23:00:00;0,00;4,40;57,30;330,80;0,90;0,00
17/07/2025 22:00:00;0,00;4,60;58,50;338,10;1,30;0,00
17/07/2025 21:00:00;0,00;5,60;55,70;327,40;1,50;0,00
17/07/2025 20:00:00;0,00;7,20;50,60;354,20;0,40;0,00
17/07/2025 19:00:00;0,00;10,70;38,50;357,90;0,50;0,20
17/07/2025 18:00:00;0,00;15,80;24,80;356,40;1,50;18,20
17/07/2025 17:00:00;0,00;20,30;15,40;10,40;1,80;196,30
17/07/2025 16:00:00;0,00;21,20;13,30;12,00;2,30;391,70
17/07/2025 15:00:00;0,00;20,70;15,20;355,70;2,70;536,20
17/07/2025 14:00:00;0,00;19,80;17,90;335,70;3,20;624,70
17/07/2025 13:00:00;0,00;18,30;20,60;332,60;3,70;648,30
17/07/2025 12:00:00;0,00;16,30;24,30;340,20;4,20;604,40
17/07/2025 11:00:00;0,00;12,50;35,50;341,40;3,30;499,70
17/07/2025 10:00:00;0,00;7,90;41,60;342,20;3,50;339,40
17/07/2025 09:00:00;0,00;3,40;52,50;342,50;3,30;123,00
17/07/2025 08:00:00;0,00;0,60;63,30;342,00;3,10;12,60
17/07/2025 07:00:00;0,00;1,00;61,20;341,00;2,50;0,00
17/07/2025 06:00:00;0,00;1,20;62,00;347,40;2,40;0,00
17/07/2025 05:00:00;0,00;0,40;65,90;343,40;2,90;0,00
17/07/2025 04:00:00;0,00;0,10;69,40;345,00;2,40;0,00
17/07/2025 03:00:00;0,00;0,40;70,20;343,70;2,90;0,00
17/07/2025 02:00:00;0,00;0,30;73,20;339,30;2,60;0,00
17/07/2025 01:00:00;0,00;0,50;74,00;339,40;2,40;0,00
17/07/2025 00:00:00;0,00;1,20;72,00;343,40;2,30;0,00
16/07/2025 23:00:00;0,00;1,10;76,70;343,50;1,70;0,00
16/07/2025 22:00:00;0,00;1,00;83,30;343,20;1,90;0,00
16/07/2025 21:00:00;0,00;1,40;86,00;340,90;1,70;0,00
16/07/2025 20:00:00;0,00;2,50;82,80;296,40;0,70;0,00
16/07/2025 19:00:00;0,00;5,00;74,60;263,50;0,20;0,00
16/07/2025 18:00:00;0,00;9,20;54,90;241,80;1,90;18,00
16/07/2025 17:00:00;0,00;11,70;45,60;246,10;4,60;190,10
16/07/2025 16:00:00;0,00;12,40;42,00;254,30;5,20;383,10
16/07/2025 15:00:00;0,00;12,30;40,90;254,00;5,40;528,20
16/07/2025 14:00:00;0,00;12,10;46,40;249,20;5,40;611,30
16/07/2025 13:00:00;0,00;11,60;51,90;245,40;4,50;628,80
16/07/2025 12:00:00;0,00;10,20;58,50;264,00;3,10;583,40
16/07/2025 11:00:00;0,00;8,10;62,90;244,90;4,30;480,20
16/07/2025 10:00:00;0,00;6,20;68,60;239,30;5,00;313,90
16/07/2025 09:00:00;0,00;4,60;73,20;241,50;5,20;112,70
16/07/2025 08:00:00;0,00;4,00;76,30;248,60;5,50;11,80
16/07/2025 07:00:00;0,00;4,60;77,20;246,20;5,30;0,00
16/07/2025 06:00:00;0,00;5,70;78,00;255,20;4,80;0,00
16/07/2025 05:00:00;0,00;6,70;80,60;254,30;3,90;0,00
16/07/2025 04:00:00;0,00;6,60;94,90;292,70;2,90;0,00
16/07/2025 03:00:00;0,00;6,70;97,60;314,90;1,30;0,00
16/07/2025 02:00:00;0,10;6,70;98,40;311,30;1,80;0,00
16/07/2025 01:00:00;0,40;7,10;94,80;227,20;1,20;0,00
16/07/2025 00:00:00;0,10;7,50;89,90;218,90;4,90;0,00
15/07/2025 23:00:00;0,00;7,50;88,30;228,00;5,80;0,00
15/07/2025 22:00:00;0,10;7,30;84,80;212,60;7,80;0,00
15/07/2025 21:00:00;6,50;10,80;93,30;206,30;8,30;0,00
15/07/2025 20:00:00;0,30;13,10;99,20;212,60;7,00;0,00
15/07/2025 19:00:00;0,00;14,40;90,70;205,40;6,30;0,00
15/07/2025 18:00:00;0,00;16,90;74,60;192,80;5,10;1,70
15/07/2025 17:00:00;0,00;18,70;70,00;174,30;4,00;41,90
15/07/2025 16:00:00;0,00;19,80;64,80;178,80;4,10;78,50
15/07/2025 15:00:00;0,00;21,20;58,90;162,10;4,20;340,20
15/07/2025 14:00:00;0,00;21,30;59,70;171,10;4,10;516,80
15/07/2025 13:00:00;0,00;20,80;61,80;173,60;3,40;329,20
15/07/2025 12:00:00;0,00;19,80;68,70;156,50;2,40;453,90
15/07/2025 11:00:00;0,00;16,00;80,40;188,30;1,40;447,90
15/07/2025 10:00:00;0,00;11,30;91,50;142,40;0,20;221,10
15/07/2025 09:00:00;0,00;8,20;97,60;336,10;0,40;57,00
15/07/2025 08:00:00;0,00;7,10;99,50;329,00;1,20;11,20
15/07/2025 07:00:00;0,00;7,60;99,20;344,80;0,30;0,00
15/07/2025 06:00:00;0,00;8,10;97,80;331,90;0,50;0,00
15/07/2025 05:00:00;0,00;8,40;97,90;324,30;1,90;0,00
15/07/2025 04:00:00;0,00;8,20;98,70;328,80;1,60;0,00
15/07/2025 03:00:00;0,00;8,80;96,70;347,80;0,80;0,00
15/07/2025 02:00:00;0,00;8,80;96,20;333,20;1,90;0,00
15/07/2025 01:00:00;0,00;8,80;95,20;327,90;2,30;0,00
15/07/2025 00:00:00;0,00;9,30;93,40;336,70;1,80;0,00
14/07/2025 23:00:00;0,00;8,90;96,20;3,00;1,00;0,00
14/07/2025 22:00:00;0,00;8,40;95,70;31,00;0,10;0,00
14/07/2025 21:00:00;0,00;11,20;89,20;152,10;0,10;0,00
14/07/2025 20:00:00;0,00;11,90;87,40;116,10;0,30;0,00
14/07/2025 19:00:00;0,00;15,70;71,80;55,10;0,60;0,00
14/07/2025 18:00:00;0,00;18,40;60,70;35,60;1,20;12,70
14/07/2025 17:00:00;0,00;21,00;51,90;27,50;3,60;162,30
14/07/2025 16:00:00;0,00;22,20;49,10;27,00;4,60;345,40
14/07/2025 15:00:00;0,00;22,50;48,70;16,30;4,30;487,60
14/07/2025 14:00:00;0,00;22,10;48,90;20,60;4,90;569,30
14/07/2025 13:00:00;0,00;21,30;51,80;20,80;4,70;590,50
14/07/2025 12:00:00;0,00;20,20;54,20;15,30;4,90;558,60
14/07/2025 11:00:00;0,00;18,50;60,40;22,50;4,20;458,80
14/07/2025 10:00:00;0,00;14,90;75,80;64,40;0,70;312,10
14/07/2025 09:00:00;0,00;6,10;99,70;54,60;0,20;115,60
14/07/2025 08:00:00;0,00;1,70;99,80;62,70;0,10;12,00
14/07/2025 07:00:00;0,00;1,50;99,90;310,30;0,10;0,00
14/07/2025 06:00:00;0,00;1,60;99,60;322,50;0,10;0,00
14/07/2025 05:00:00;0,00;2,40;99,80;335,90;0,30;0,00
14/07/2025 04:00:00;0,00;2,50;99,30;69,10;0,30;0,00
14/07/2025 03:00:00;0,00;2,50;99,40;129,20;0,10;0,00
14/07/2025 02:00:00;0,00;3,30;98,70;109,60;0,00;0,00
14/07/2025 01:00:00;0,00;3,40;98,30;315,00;0,30;0,00
14/07/2025 00:00:00;0,00;4,00;97,80;165,80;0,10;0,00
13/07/2025 23:00:00;0,00;5,10;97,10;223,90;0,10;0,00
13/07/2025 22:00:00;0,00;6,10;94,70;105,30;0,10;0,00
13/07/2025 21:00:00;0,00;7,60;91,90;83,30;0,10;0,00
13/07/2025 20:00:00;0,00;9,10;87,20;85,50;0,00;0,00
13/07/2025 19:00:00;0,00;12,50;73,10;65,80;0,20;0,00
13/07/2025 18:00:00;0,00;16,00;60,80;64,30;1,90;13,10
13/07/2025 17:00:00;0,00;18,40;52,50;85,70;3,10;164,30
13/07/2025 16:00:00;0,00;19,50;48,20;78,80;3,20;355,40
13/07/2025 15:00:00;0,00;19,90;45,30;86,30;1,00;497,80
13/07/2025 14:00:00;0,00;19,40;47,90;47,70;0,30;582,60
13/07/2025 13:00:00;0,00;17,90;50,60;133,70;0,80;609,60
13/07/2025 12:00:00;0,00;16,60;56,50;141,80;1,40;568,00
13/07/2025 11:00:00;0,00;14,70;66,60;136,90;0,60;466,70
13/07/2025 10:00:00;0,00;12,00;78,40;199,80;0,00;317,80
13/07/2025 09:00:00;0,00;6,10;99,70;348,00;0,00;114,00
13/07/2025 08:00:00;0,00;3,00;99,90;348,00;0,00;11,00
13/07/2025 07:00:00;0,00;4,00;99,90;329,20;0,00;0,00
13/07/2025 06:00:00;0,00;3,70;99,90;347,50;0,20;0,00
13/07/2025 05:00:00;0,00;3,30;99,70;46,70;0,00;0,00
13/07/2025 04:00:00;0,00;4,10;99,70;350,70;0,00;0,00
13/07/2025 03:00:00;0,00;5,20;98,20;350,70;0,00;0,00
13/07/2025 02:00:00;0,00;6,90;96,70;355,60;0,60;0,00
13/07/2025 01:00:00;0,00;6,00;97,00;337,70;0,60;0,00
13/07/2025 00:00:00;0,00;6,90;94,20;332,20;0,30;0,00
12/07/2025 23:00:00;0,00;8,80;89,10;308,60;0,50;0,00
12/07/2025 22:00:00;0,00;10,00;84,80;309,10;0,80;0,00
12/07/2025 21:00:00;0,00;12,10;76,50;1,40;1,40;0,00
12/07/2025 20:00:00;0,00;12,60;73,10;359,70;2,20;0,00
12/07/2025 19:00:00;0,00;13,40;69,20;4,60;1,40;0,00
12/07/2025 18:00:00;0,00;16,40;58,60;19,00;1,30;12,70
12/07/2025 17:00:00;0,00;20,20;44,80;17,70;0,60;167,00
12/07/2025 16:00:00;0,00;20,70;44,90;8,10;1,30;352,20
12/07/2025 15:00:00;0,00;20,60;46,00;356,80;1,90;491,10
12/07/2025 14:00:00;0,00;20,30;46,90;2,60;2,30;579,30
12/07/2025 13:00:00;0,00;19,40;49,60;358,30;2,70;605,10
12/07/2025 12:00:00;0,00;18,90;51,70;8,50;3,40;563,70
12/07/2025 11:00:00;0,00;16,50;63,10;32,40;2,10;463,00
12/07/2025 10:00:00;0,00;12,40;80,70;94,20;0,10;316,00
12/07/2025 09:00:00;0,00;7,00;98,00;116,70;0,20;117,20
12/07/2025 08:00:00;0,00;3,30;100,00;117,60;0,20;10,10
12/07/2025 07:00:00;0,00;3,40;100,00;267,50;0,10;0,00
12/07/2025 06:00:00;0,00;3,80;100,00;273,60;0,10;0,00
12/07/2025 05:00:00;0,00;4,90;99,60;309,90;0,60;0,00
12/07/2025 04:00:00;0,00;5,70;99,80;2,40;1,10;0,00
12/07/2025 03:00:00;0,00;5,80;99,40;2,20;1,00;0,00
